# title: Table 1 Percent of Cross Section of Conduit and Tubing for Conductors
#   and Cables
# edition: 2026
# header_rows: 2
Number of Conductors and/or Cables,Cross-Sectional Area (%)
number_of_conductors_cables,cross_sectional_area_percent
1,53
2,31
Over 2,40
